,Date,weekday,cakes,pies,cookies,smoothies,coffee,promotion
2548,12/23/2012,Sunday,32,43,115,46,83,promotion
2549,12/24/2012,Monday,20,57,103,42,21,promotion
2550,12/25/2012,Tuesday,3,32,55,5,6,none
2551,12/26/2012,Wednesday,20,44,117,16,90,promotion
2552,12/27/2012,Thursday,32,9,82,43,95,promotion
2553,12/28/2012,Friday,20,23,63,21,34,none
2554,12/29/2012,Saturday,40,40,99,47,99,promotion
2555,12/30/2012,Sunday,40,41,41,61,47,promotion
2556,12/31/2012,Monday,34,35,1,51,32,none
2557,1/1/2013,Tuesday,45,36,20,67,14,none
2558,1/2/2013,Wednesday,45,53,103,72,80,promotion
2559,1/3/2013,Thursday,31,37,28,49,58,promotion
2560,1/4/2013,Friday,40,53,93,19,69,promotion
2561,1/5/2013,Saturday,13,32,6,66,54,none
2562,1/6/2013,Sunday,17,37,26,52,90,promotion
2563,1/7/2013,Monday,17,50,68,68,31,promotion
2564,1/8/2013,Tuesday,7,19,7,49,80,none
2565,1/9/2013,Wednesday,5,54,21,30,27,none
2566,1/10/2013,Thursday,46,14,11,68,79,promotion
2567,1/11/2013,Friday,21,55,2,70,62,promotion
2568,1/12/2013,Saturday,31,55,40,28,69,promotion
2569,1/13/2013,Sunday,13,58,22,11,95,none
2570,1/14/2013,Monday,34,48,78,53,24,promotion
2571,1/15/2013,Tuesday,27,12,38,7,53,none
2572,1/16/2013,Wednesday,19,44,12,13,33,none
2573,1/17/2013,Thursday,7,51,55,66,59,promotion
2574,1/18/2013,Friday,3,22,26,68,91,promotion
2575,1/19/2013,Saturday,27,1,119,64,72,promotion
2576,1/20/2013,Sunday,47,59,118,9,77,promotion
2577,1/21/2013,Monday,26,42,69,12,49,none
2578,1/22/2013,Tuesday,14,18,106,35,13,none
2579,1/23/2013,Wednesday,28,18,1,4,98,none
2580,1/24/2013,Thursday,38,34,95,34,82,promotion
2581,1/25/2013,Friday,46,41,117,20,47,promotion
2582,1/26/2013,Saturday,22,36,102,4,9,none
2583,1/27/2013,Sunday,44,36,93,27,52,promotion
2584,1/28/2013,Monday,6,35,10,70,70,none
2585,1/29/2013,Tuesday,26,28,82,23,30,none
2586,1/30/2013,Wednesday,13,36,63,32,84,promotion
2587,1/31/2013,Thursday,7,52,16,39,81,none
2588,2/1/2013,Friday,48,33,54,6,12,none
2589,2/2/2013,Saturday,10,25,52,50,22,none
2590,2/3/2013,Sunday,11,10,118,10,94,promotion
2591,2/4/2013,Monday,9,28,40,57,9,none
2592,2/5/2013,Tuesday,27,46,81,62,73,promotion
2593,2/6/2013,Wednesday,17,27,108,9,54,promotion
2594,2/7/2013,Thursday,32,14,25,51,72,none
2595,2/8/2013,Friday,31,37,39,17,74,none
2596,2/9/2013,Saturday,38,43,103,22,47,promotion
2597,2/10/2013,Sunday,39,25,44,43,9,none
2598,2/11/2013,Monday,49,49,18,70,38,promotion
2599,2/12/2013,Tuesday,7,52,45,4,82,none
2600,2/13/2013,Wednesday,49,29,54,60,1,none
2601,2/14/2013,Thursday,7,49,21,12,94,none
2602,2/15/2013,Friday,2,57,10,42,44,none
2603,2/16/2013,Saturday,48,36,32,36,36,none
2604,2/17/2013,Sunday,2,32,8,27,90,none
2605,2/18/2013,Monday,22,33,91,49,24,promotion
2606,2/19/2013,Tuesday,47,45,56,3,59,promotion
2607,2/20/2013,Wednesday,1,27,87,7,32,none
2608,2/21/2013,Thursday,23,9,97,50,71,promotion
2609,2/22/2013,Friday,37,18,5,12,29,none
2610,2/23/2013,Saturday,27,48,19,43,69,promotion
2611,2/24/2013,Sunday,21,23,84,22,53,promotion
2612,2/25/2013,Monday,21,30,46,22,76,none
2613,2/26/2013,Tuesday,40,1,11,9,82,none
2614,2/27/2013,Wednesday,35,47,96,65,2,promotion
2615,2/28/2013,Thursday,47,7,7,12,72,none
2616,3/1/2013,Friday,31,16,108,36,55,promotion
2617,3/2/2013,Saturday,28,22,116,33,41,promotion
2618,3/3/2013,Sunday,37,19,106,20,88,promotion
2619,3/4/2013,Monday,10,4,7,54,23,none
2620,3/5/2013,Tuesday,9,54,102,57,25,promotion
2621,3/6/2013,Wednesday,21,52,108,62,55,promotion
2622,3/7/2013,Thursday,24,24,102,58,4,promotion
2623,3/8/2013,Friday,49,59,48,67,52,promotion
2624,3/9/2013,Saturday,40,12,90,33,59,promotion
2625,3/10/2013,Sunday,44,55,19,8,56,none
2626,3/11/2013,Monday,43,1,16,16,56,none
2627,3/12/2013,Tuesday,14,37,114,45,97,promotion
2628,3/13/2013,Wednesday,48,25,93,49,97,promotion
2629,3/14/2013,Thursday,10,5,112,73,67,promotion
2630,3/15/2013,Friday,28,42,6,37,29,none
2631,3/16/2013,Saturday,27,35,8,27,76,none
2632,3/17/2013,Sunday,38,3,13,56,75,none
2633,3/18/2013,Monday,35,9,60,38,48,none
2634,3/19/2013,Tuesday,7,36,101,51,47,promotion
2635,3/20/2013,Wednesday,42,43,49,35,56,promotion
2636,3/21/2013,Thursday,46,5,20,11,84,none
2637,3/22/2013,Friday,38,4,104,16,13,none
2638,3/23/2013,Saturday,7,37,33,46,88,promotion
2639,3/24/2013,Sunday,22,3,54,43,50,none
2640,3/25/2013,Monday,4,13,69,24,42,none
2641,3/26/2013,Tuesday,12,26,51,61,50,none
2642,3/27/2013,Wednesday,43,25,43,47,68,promotion
2643,3/28/2013,Thursday,12,34,62,12,56,none
2644,3/29/2013,Friday,30,48,54,22,56,promotion
2645,3/30/2013,Saturday,15,49,72,11,88,promotion
2646,3/31/2013,Sunday,20,45,53,66,67,promotion
2647,4/1/2013,Monday,27,36,3,68,64,none
2648,4/2/2013,Tuesday,44,57,107,52,86,promotion
2649,4/3/2013,Wednesday,17,36,24,37,3,none
2650,4/4/2013,Thursday,36,10,102,50,28,promotion
2651,4/5/2013,Friday,18,48,13,69,62,promotion
2652,4/6/2013,Saturday,17,5,109,73,4,promotion
2653,4/7/2013,Sunday,11,12,33,68,70,none
2654,4/8/2013,Monday,10,41,106,53,67,promotion
2655,4/9/2013,Tuesday,36,27,97,41,79,promotion
2656,4/10/2013,Wednesday,26,10,68,34,16,none
2657,4/11/2013,Thursday,27,26,22,19,33,none
2658,4/12/2013,Friday,16,10,28,68,13,none
2659,4/13/2013,Saturday,28,29,91,22,49,promotion
2660,4/14/2013,Sunday,5,26,62,57,61,promotion
2661,4/15/2013,Monday,39,46,4,52,59,none
2662,4/16/2013,Tuesday,22,5,118,14,9,none
2663,4/17/2013,Wednesday,40,31,119,4,72,promotion
2664,4/18/2013,Thursday,24,48,43,30,44,none
2665,4/19/2013,Friday,45,34,102,47,99,promotion
2666,4/20/2013,Saturday,39,54,79,46,78,promotion
2667,4/21/2013,Sunday,44,30,93,70,57,promotion
2668,4/22/2013,Monday,44,30,86,9,77,promotion
2669,4/23/2013,Tuesday,23,21,54,47,54,none
2670,4/24/2013,Wednesday,29,54,98,49,38,promotion
2671,4/25/2013,Thursday,47,57,23,65,98,promotion
2672,4/26/2013,Friday,44,56,45,67,93,promotion
2673,4/27/2013,Saturday,7,17,21,62,77,none
2674,4/28/2013,Sunday,14,32,8,10,56,none
2675,4/29/2013,Monday,14,39,29,12,34,none
2676,4/30/2013,Tuesday,18,2,75,64,50,promotion
2677,5/1/2013,Wednesday,41,2,75,32,98,promotion
2678,5/2/2013,Thursday,31,46,82,23,93,promotion
2679,5/3/2013,Friday,5,31,13,34,3,none
2680,5/4/2013,Saturday,19,42,98,64,31,promotion
2681,5/5/2013,Sunday,49,53,31,48,48,promotion
2682,5/6/2013,Monday,3,38,47,74,5,none
2683,5/7/2013,Tuesday,28,43,86,74,88,promotion
2684,5/8/2013,Wednesday,9,2,115,20,15,none
2685,5/9/2013,Thursday,44,6,79,58,37,promotion
2686,5/10/2013,Friday,16,15,39,56,69,none
2687,5/11/2013,Saturday,24,10,66,53,83,promotion
2688,5/12/2013,Sunday,48,22,62,71,84,promotion
2689,5/13/2013,Monday,31,4,119,52,52,promotion
2690,5/14/2013,Tuesday,14,31,68,36,82,promotion
2691,5/15/2013,Wednesday,29,24,39,34,25,none
2692,5/16/2013,Thursday,47,18,32,6,55,none
2693,5/17/2013,Friday,15,11,92,61,2,none
2694,5/18/2013,Saturday,47,48,60,14,63,promotion
2695,5/19/2013,Sunday,46,56,23,12,54,none
2696,5/20/2013,Monday,34,49,17,44,33,none
2697,5/21/2013,Tuesday,5,7,117,70,67,promotion
2698,5/22/2013,Wednesday,11,7,118,67,38,promotion
2699,5/23/2013,Thursday,19,22,42,63,74,promotion
2700,5/24/2013,Friday,37,36,79,17,16,none
2701,5/25/2013,Saturday,9,44,114,1,6,none
2702,5/26/2013,Sunday,10,28,98,14,7,none
2703,5/27/2013,Monday,47,17,36,49,29,none
2704,5/28/2013,Tuesday,14,39,77,23,36,none
2705,5/29/2013,Wednesday,13,37,115,34,37,promotion
2706,5/30/2013,Thursday,30,8,33,1,62,none
2707,5/31/2013,Friday,15,15,70,74,73,promotion
2708,6/1/2013,Saturday,41,38,38,26,56,none
2709,6/2/2013,Sunday,14,5,18,58,51,none
2710,6/3/2013,Monday,10,32,73,59,66,promotion
2711,6/4/2013,Tuesday,47,9,54,67,71,promotion
2712,6/5/2013,Wednesday,13,36,84,15,80,promotion
2713,6/6/2013,Thursday,38,8,58,59,64,promotion
2714,6/7/2013,Friday,30,24,9,29,8,none
2715,6/8/2013,Saturday,46,59,14,67,54,promotion
2716,6/9/2013,Sunday,12,57,54,23,10,none
2717,6/10/2013,Monday,45,4,9,73,81,promotion
2718,6/11/2013,Tuesday,42,44,99,36,83,promotion
2719,6/12/2013,Wednesday,25,18,46,28,12,none
2720,6/13/2013,Thursday,9,41,70,58,86,promotion
2721,6/14/2013,Friday,16,54,18,8,97,none
2722,6/15/2013,Saturday,33,28,19,30,18,none
2723,6/16/2013,Sunday,45,37,66,11,10,none
2724,6/17/2013,Monday,17,37,7,72,18,none
2725,6/18/2013,Tuesday,45,18,91,8,9,none
2726,6/19/2013,Wednesday,12,34,12,66,44,none
2727,6/20/2013,Thursday,16,41,42,26,28,none
2728,6/21/2013,Friday,26,46,77,14,82,promotion
2729,6/22/2013,Saturday,22,41,99,65,42,promotion
2730,6/23/2013,Sunday,23,20,9,42,66,none
2731,6/24/2013,Monday,18,32,94,45,93,promotion
2732,6/25/2013,Tuesday,29,51,91,20,87,promotion
2733,6/26/2013,Wednesday,28,23,63,68,21,promotion
2734,6/27/2013,Thursday,45,4,20,40,42,none
2735,6/28/2013,Friday,9,45,8,66,18,none
2736,6/29/2013,Saturday,28,1,61,60,10,none
2737,6/30/2013,Sunday,29,33,82,6,32,none
2738,7/1/2013,Monday,40,6,80,67,33,promotion
2739,7/2/2013,Tuesday,44,41,71,64,32,promotion
2740,7/3/2013,Wednesday,40,8,98,70,12,promotion
2741,7/4/2013,Thursday,36,6,35,5,32,none
2742,7/5/2013,Friday,31,16,41,46,16,none
2743,7/6/2013,Saturday,42,46,2,33,57,none
2744,7/7/2013,Sunday,10,25,79,53,84,promotion
2745,7/8/2013,Monday,44,43,25,49,30,none
2746,7/9/2013,Tuesday,18,12,100,69,20,promotion
2747,7/10/2013,Wednesday,17,1,70,22,26,none
2748,7/11/2013,Thursday,1,59,92,32,44,promotion
2749,7/12/2013,Friday,27,34,64,62,86,promotion
2750,7/13/2013,Saturday,8,35,30,31,91,none
2751,7/14/2013,Sunday,19,33,110,55,65,promotion
2752,7/15/2013,Monday,12,47,65,12,82,promotion
2753,7/16/2013,Tuesday,13,57,72,19,1,none
2754,7/17/2013,Wednesday,14,3,59,68,74,promotion
2755,7/18/2013,Thursday,9,57,48,30,42,none
2756,7/19/2013,Friday,41,32,67,34,15,none
2757,7/20/2013,Saturday,19,17,43,46,44,none
2758,7/21/2013,Sunday,18,7,85,43,73,promotion
2759,7/22/2013,Monday,43,11,95,57,45,promotion
2760,7/23/2013,Tuesday,45,23,4,36,76,none
2761,7/24/2013,Wednesday,35,55,103,46,46,promotion
2762,7/25/2013,Thursday,12,15,80,48,84,promotion
2763,7/26/2013,Friday,24,36,84,3,22,none
2764,7/27/2013,Saturday,7,53,78,4,13,none
2765,7/28/2013,Sunday,15,4,34,59,3,none
2766,7/29/2013,Monday,47,43,105,4,3,promotion
2767,7/30/2013,Tuesday,44,49,29,39,5,none
2768,7/31/2013,Wednesday,2,52,62,17,74,promotion
2769,8/1/2013,Thursday,15,39,23,14,45,none
2770,8/2/2013,Friday,38,43,69,12,21,none
2771,8/3/2013,Saturday,7,59,87,21,85,promotion
2772,8/4/2013,Sunday,48,23,2,67,64,promotion
2773,8/5/2013,Monday,45,46,49,29,61,promotion
2774,8/6/2013,Tuesday,10,46,111,74,47,promotion
2775,8/7/2013,Wednesday,4,55,35,5,86,none
2776,8/8/2013,Thursday,10,38,66,56,35,promotion
2777,8/9/2013,Friday,35,58,83,45,56,promotion
2778,8/10/2013,Saturday,31,17,99,13,89,promotion
2779,8/11/2013,Sunday,2,34,48,67,39,none
2780,8/12/2013,Monday,39,21,118,41,49,promotion
2781,8/13/2013,Tuesday,15,40,102,64,33,promotion
2782,8/14/2013,Wednesday,17,35,19,60,39,none
2783,8/15/2013,Thursday,31,43,35,18,21,none
2784,8/16/2013,Friday,14,55,118,73,20,promotion
2785,8/17/2013,Saturday,23,33,52,31,15,none
2786,8/18/2013,Sunday,47,34,38,73,66,promotion
2787,8/19/2013,Monday,36,50,70,15,27,none
2788,8/20/2013,Tuesday,24,49,50,26,10,none
2789,8/21/2013,Wednesday,38,50,70,14,77,promotion
2790,8/22/2013,Thursday,30,32,69,42,57,promotion
2791,8/23/2013,Friday,46,22,49,23,29,none
2792,8/24/2013,Saturday,43,1,44,69,45,promotion
2793,8/25/2013,Sunday,27,23,2,1,5,none
2794,8/26/2013,Monday,19,18,11,23,90,none
2795,8/27/2013,Tuesday,23,1,20,37,33,none
2796,8/28/2013,Wednesday,7,38,73,12,65,none
2797,8/29/2013,Thursday,11,46,27,53,3,none
2798,8/30/2013,Friday,44,55,50,5,55,promotion
2799,8/31/2013,Saturday,2,48,108,72,50,promotion
2800,9/1/2013,Sunday,10,9,99,67,78,promotion
2801,9/2/2013,Monday,27,55,68,16,35,promotion
2802,9/3/2013,Tuesday,49,49,11,25,48,none
2803,9/4/2013,Wednesday,16,42,3,3,83,none
2804,9/5/2013,Thursday,18,34,19,36,37,none
2805,9/6/2013,Friday,20,56,32,15,17,none
2806,9/7/2013,Saturday,20,22,36,50,57,none
2807,9/8/2013,Sunday,2,38,93,54,54,promotion
2808,9/9/2013,Monday,28,33,49,49,36,none
2809,9/10/2013,Tuesday,37,17,46,72,49,promotion
2810,9/11/2013,Wednesday,36,18,103,62,42,promotion
2811,9/12/2013,Thursday,10,27,6,32,24,none
2812,9/13/2013,Friday,42,6,70,18,98,promotion
2813,9/14/2013,Saturday,14,44,60,60,63,promotion
2814,9/15/2013,Sunday,7,23,95,17,67,promotion
2815,9/16/2013,Monday,25,5,114,45,87,promotion
2816,9/17/2013,Tuesday,11,57,39,22,95,promotion
2817,9/18/2013,Wednesday,44,10,110,56,94,promotion
2818,9/19/2013,Thursday,38,22,96,65,9,promotion
2819,9/20/2013,Friday,6,44,73,71,83,promotion
2820,9/21/2013,Saturday,41,22,49,59,99,promotion
2821,9/22/2013,Sunday,16,57,71,49,17,promotion
2822,9/23/2013,Monday,15,26,79,52,57,promotion
2823,9/24/2013,Tuesday,22,16,3,52,98,none
2824,9/25/2013,Wednesday,1,34,22,62,23,none
2825,9/26/2013,Thursday,36,51,66,8,32,none
2826,9/27/2013,Friday,34,25,20,70,52,promotion
2827,9/28/2013,Saturday,15,6,91,2,92,promotion
2828,9/29/2013,Sunday,7,7,24,1,5,none
2829,9/30/2013,Monday,25,56,110,70,67,promotion
2830,10/1/2013,Tuesday,4,14,72,12,90,none
2831,10/2/2013,Wednesday,5,28,26,72,27,none
2832,10/3/2013,Thursday,38,13,26,67,86,promotion
2833,10/4/2013,Friday,41,3,9,52,25,none
2834,10/5/2013,Saturday,32,21,58,64,70,promotion
2835,10/6/2013,Sunday,28,55,77,48,1,promotion
2836,10/7/2013,Monday,42,1,90,56,59,promotion
2837,10/8/2013,Tuesday,4,20,96,52,62,promotion
2838,10/9/2013,Wednesday,35,36,7,34,3,none
2839,10/10/2013,Thursday,42,23,117,53,21,promotion
2840,10/11/2013,Friday,14,20,99,23,89,promotion
2841,10/12/2013,Saturday,18,58,40,15,14,none
2842,10/13/2013,Sunday,43,2,76,5,41,none
2843,10/14/2013,Monday,41,31,28,39,75,promotion
2844,10/15/2013,Tuesday,46,56,45,46,95,promotion
2845,10/16/2013,Wednesday,11,46,113,72,84,promotion
2846,10/17/2013,Thursday,39,36,56,69,75,promotion
2847,10/18/2013,Friday,43,13,116,43,20,promotion
2848,10/19/2013,Saturday,4,52,26,30,55,none
2849,10/20/2013,Sunday,28,52,36,60,60,promotion
2850,10/21/2013,Monday,16,26,48,10,64,none
2851,10/22/2013,Tuesday,35,50,115,53,28,promotion
2852,10/23/2013,Wednesday,37,18,26,54,35,none
2853,10/24/2013,Thursday,43,17,112,7,34,promotion
2854,10/25/2013,Friday,40,16,43,23,13,none
2855,10/26/2013,Saturday,45,55,56,17,91,promotion
2856,10/27/2013,Sunday,21,26,54,16,36,none
2857,10/28/2013,Monday,26,16,60,39,78,promotion
2858,10/29/2013,Tuesday,12,58,41,10,35,none
2859,10/30/2013,Wednesday,45,41,50,29,49,promotion
2860,10/31/2013,Thursday,18,28,78,53,98,promotion
2861,11/1/2013,Friday,6,11,91,14,73,none
2862,11/2/2013,Saturday,20,9,29,72,57,none
2863,11/3/2013,Sunday,8,50,67,56,27,promotion
2864,11/4/2013,Monday,5,25,69,55,29,none
2865,11/5/2013,Tuesday,32,21,77,44,29,promotion
2866,11/6/2013,Wednesday,30,45,81,59,52,promotion
2867,11/7/2013,Thursday,43,16,45,55,81,promotion
2868,11/8/2013,Friday,28,31,80,66,74,promotion
2869,11/9/2013,Saturday,33,52,98,51,41,promotion
2870,11/10/2013,Sunday,44,26,100,49,69,promotion
2871,11/11/2013,Monday,42,37,79,45,6,promotion
2872,11/12/2013,Tuesday,19,57,19,30,70,none
2873,11/13/2013,Wednesday,30,10,22,35,20,none
2874,11/14/2013,Thursday,14,47,34,17,67,none
2875,11/15/2013,Friday,45,32,29,1,99,promotion
2876,11/16/2013,Saturday,10,36,10,4,33,none
2877,11/17/2013,Sunday,9,10,18,52,84,none
2878,11/18/2013,Monday,26,10,9,12,55,none
2879,11/19/2013,Tuesday,34,17,111,70,38,promotion
2880,11/20/2013,Wednesday,18,40,85,36,49,promotion
2881,11/21/2013,Thursday,48,14,26,70,69,promotion
2882,11/22/2013,Friday,17,34,40,41,5,none
2883,11/23/2013,Saturday,8,49,88,51,51,promotion
2884,11/24/2013,Sunday,31,41,6,64,74,promotion
2885,11/25/2013,Monday,17,34,57,26,72,promotion
2886,11/26/2013,Tuesday,23,48,71,38,1,none
2887,11/27/2013,Wednesday,38,54,34,28,67,promotion
2888,11/28/2013,Thursday,10,44,43,70,4,none
2889,11/29/2013,Friday,47,46,99,60,73,promotion
2890,11/30/2013,Saturday,13,20,114,16,7,none
2891,12/1/2013,Sunday,25,59,103,11,31,promotion
2892,12/2/2013,Monday,23,13,29,13,85,none
2893,12/3/2013,Tuesday,15,10,11,46,43,none
2894,12/4/2013,Wednesday,46,42,42,1,51,none
2895,12/5/2013,Thursday,34,17,110,5,91,promotion
2896,12/6/2013,Friday,5,36,101,1,43,none
2897,12/7/2013,Saturday,6,6,93,51,38,none
2898,12/8/2013,Sunday,13,38,7,54,39,none
2899,12/9/2013,Monday,42,34,52,73,80,promotion
2900,12/10/2013,Tuesday,13,36,14,33,3,none
2901,12/11/2013,Wednesday,1,6,15,32,58,none
2902,12/12/2013,Thursday,6,27,70,16,22,none
2903,12/13/2013,Friday,23,30,49,40,45,none
2904,12/14/2013,Saturday,42,50,83,51,49,promotion
2905,12/15/2013,Sunday,34,33,35,14,13,none
2906,12/16/2013,Monday,2,47,45,17,16,none
2907,12/17/2013,Tuesday,11,13,27,8,12,none
2908,12/18/2013,Wednesday,7,36,50,20,22,none
2909,12/19/2013,Thursday,17,44,4,39,2,none
2910,12/20/2013,Friday,8,46,34,63,78,promotion
2911,12/21/2013,Saturday,28,5,95,52,18,none
2912,12/22/2013,Sunday,39,43,34,6,38,none
2913,12/23/2013,Monday,44,6,91,69,38,promotion
2914,12/24/2013,Tuesday,21,42,51,31,90,promotion
2915,12/25/2013,Wednesday,42,26,39,32,77,promotion
2916,12/26/2013,Thursday,19,26,59,7,14,none
2917,12/27/2013,Friday,43,55,106,5,56,promotion
2918,12/28/2013,Saturday,7,54,78,66,98,promotion
2919,12/29/2013,Sunday,39,4,24,74,4,none
2920,12/30/2013,Monday,35,45,74,69,49,promotion
2921,12/31/2013,Tuesday,11,28,100,69,49,promotion
2922,1/1/2014,Wednesday,40,26,61,1,37,none
2923,1/2/2014,Thursday,41,45,46,23,38,none
2924,1/3/2014,Friday,41,50,46,13,35,none
2925,1/4/2014,Saturday,28,42,18,19,38,none
2926,1/5/2014,Sunday,31,19,75,15,11,none
2927,1/6/2014,Monday,37,11,90,46,35,promotion
2928,1/7/2014,Tuesday,35,27,113,39,94,promotion
2929,1/8/2014,Wednesday,26,21,71,10,98,promotion
2930,1/9/2014,Thursday,28,33,111,42,29,promotion
2931,1/10/2014,Friday,32,13,1,49,47,none
2932,1/11/2014,Saturday,49,18,108,68,30,promotion
2933,1/12/2014,Sunday,44,30,48,14,55,none
2934,1/13/2014,Monday,4,10,98,56,95,promotion
2935,1/14/2014,Tuesday,1,6,89,8,39,none
2936,1/15/2014,Wednesday,38,3,102,58,65,promotion
2937,1/16/2014,Thursday,40,2,96,26,94,promotion
2938,1/17/2014,Friday,13,57,112,58,65,promotion
2939,1/18/2014,Saturday,21,36,41,16,80,none
2940,1/19/2014,Sunday,12,20,102,1,65,none
2941,1/20/2014,Monday,13,40,49,37,16,none
2942,1/21/2014,Tuesday,28,21,68,68,7,none
2943,1/22/2014,Wednesday,48,38,113,36,7,promotion
2944,1/23/2014,Thursday,22,55,40,6,9,none
2945,1/24/2014,Friday,45,12,69,31,33,none
2946,1/25/2014,Saturday,13,19,40,68,47,none
2947,1/26/2014,Sunday,48,56,7,51,39,promotion
2948,1/27/2014,Monday,18,35,51,58,35,none
2949,1/28/2014,Tuesday,40,55,101,50,1,promotion
2950,1/29/2014,Wednesday,32,26,48,44,49,none
2951,1/30/2014,Thursday,48,19,90,56,21,promotion
2952,1/31/2014,Friday,30,43,12,65,78,promotion
2953,2/1/2014,Saturday,2,44,8,20,52,none
2954,2/2/2014,Sunday,38,46,30,28,56,none
2955,2/3/2014,Monday,1,49,56,59,88,promotion
2956,2/4/2014,Tuesday,24,10,47,41,13,none
2957,2/5/2014,Wednesday,14,53,14,14,27,none
2958,2/6/2014,Thursday,9,28,68,21,31,none
2959,2/7/2014,Friday,21,24,104,24,30,promotion
2960,2/8/2014,Saturday,19,2,20,18,48,none
2961,2/9/2014,Sunday,17,55,18,34,88,promotion
2962,2/10/2014,Monday,14,20,41,19,80,none
2963,2/11/2014,Tuesday,9,59,10,37,46,none
2964,2/12/2014,Wednesday,7,7,73,59,8,none
2965,2/13/2014,Thursday,28,29,81,3,57,none
2966,2/14/2014,Friday,38,29,77,36,21,promotion
2967,2/15/2014,Saturday,36,30,89,37,4,none
2968,2/16/2014,Sunday,41,32,74,56,96,promotion
2969,2/17/2014,Monday,27,17,105,20,59,promotion
2970,2/18/2014,Tuesday,31,50,6,9,1,none
2971,2/19/2014,Wednesday,13,38,64,24,37,none
2972,2/20/2014,Thursday,46,48,116,44,8,promotion
2973,2/21/2014,Friday,17,40,37,3,28,none
2974,2/22/2014,Saturday,24,37,47,8,19,none
2975,2/23/2014,Sunday,43,44,89,21,92,promotion
2976,2/24/2014,Monday,9,32,20,8,47,none
2977,2/25/2014,Tuesday,17,2,64,57,35,none
2978,2/26/2014,Wednesday,19,59,84,49,83,promotion
2979,2/27/2014,Thursday,11,25,58,11,1,none
2980,2/28/2014,Friday,16,35,8,55,94,promotion
2981,3/1/2014,Saturday,39,37,100,65,94,promotion
2982,3/2/2014,Sunday,25,43,40,68,29,promotion
2983,3/3/2014,Monday,37,12,68,40,16,none
2984,3/4/2014,Tuesday,48,28,81,32,44,promotion
2985,3/5/2014,Wednesday,1,50,102,65,67,promotion
2986,3/6/2014,Thursday,4,32,11,63,50,none
2987,3/7/2014,Friday,27,41,81,44,72,promotion
2988,3/8/2014,Saturday,21,1,91,48,7,none
2989,3/9/2014,Sunday,48,4,39,38,69,none
2990,3/10/2014,Monday,48,3,76,21,26,none
2991,3/11/2014,Tuesday,34,3,83,43,47,promotion
2992,3/12/2014,Wednesday,25,46,100,58,81,promotion
2993,3/13/2014,Thursday,19,18,89,42,76,promotion
2994,3/14/2014,Friday,41,13,50,8,69,none
2995,3/15/2014,Saturday,10,53,115,70,31,promotion
2996,3/16/2014,Sunday,9,40,85,7,25,none
2997,3/17/2014,Monday,8,42,80,43,7,none
2998,3/18/2014,Tuesday,29,24,10,37,55,none
2999,3/19/2014,Wednesday,48,7,7,69,56,none
3000,3/20/2014,Thursday,42,23,3,44,97,promotion
3001,3/21/2014,Friday,20,52,88,49,88,promotion
3002,3/22/2014,Saturday,23,57,62,5,84,promotion
3003,3/23/2014,Sunday,4,15,52,38,39,none
3004,3/24/2014,Monday,15,46,72,70,39,promotion
3005,3/25/2014,Tuesday,3,1,68,73,59,promotion
3006,3/26/2014,Wednesday,24,21,116,58,69,promotion
3007,3/27/2014,Thursday,44,37,84,12,77,promotion
3008,3/28/2014,Friday,25,33,110,37,82,promotion
3009,3/29/2014,Saturday,21,37,40,74,63,promotion
3010,3/30/2014,Sunday,36,19,15,48,9,none
3011,3/31/2014,Monday,47,51,6,53,34,none
3012,4/1/2014,Tuesday,33,36,20,40,74,promotion
3013,4/2/2014,Wednesday,35,26,111,65,40,promotion
3014,4/3/2014,Thursday,43,31,105,70,37,promotion
3015,4/4/2014,Friday,29,32,67,19,83,promotion
3016,4/5/2014,Saturday,38,16,114,55,1,promotion
3017,4/6/2014,Sunday,37,25,43,10,17,none
3018,4/7/2014,Monday,19,23,107,23,72,promotion
3019,4/8/2014,Tuesday,43,3,78,42,51,promotion
3020,4/9/2014,Wednesday,36,24,25,18,56,none
3021,4/10/2014,Thursday,40,34,33,17,50,none
3022,4/11/2014,Friday,36,54,103,44,51,promotion
3023,4/12/2014,Saturday,2,43,70,51,83,promotion
3024,4/13/2014,Sunday,30,53,44,56,5,none
3025,4/14/2014,Monday,21,9,56,34,26,none
3026,4/15/2014,Tuesday,38,42,28,50,11,none
3027,4/16/2014,Wednesday,36,48,107,25,97,promotion
3028,4/17/2014,Thursday,47,46,1,32,46,none
3029,4/18/2014,Friday,35,57,18,37,86,promotion
3030,4/19/2014,Saturday,28,16,105,21,99,promotion
3031,4/20/2014,Sunday,15,20,103,53,53,promotion
3032,4/21/2014,Monday,43,15,80,64,15,promotion
3033,4/22/2014,Tuesday,31,39,27,53,31,none
3034,4/23/2014,Wednesday,28,38,79,59,75,promotion
3035,4/24/2014,Thursday,5,36,25,7,72,none
3036,4/25/2014,Friday,5,12,67,44,81,promotion
3037,4/26/2014,Saturday,7,39,90,32,28,none
3038,4/27/2014,Sunday,42,29,9,3,53,none
3039,4/28/2014,Monday,42,36,55,25,33,none
3040,4/29/2014,Tuesday,4,43,63,44,40,none
3041,4/30/2014,Wednesday,40,32,77,63,57,promotion
3042,5/1/2014,Thursday,45,46,92,66,24,promotion
3043,5/2/2014,Friday,37,18,17,30,62,none
3044,5/3/2014,Saturday,28,42,115,31,71,promotion
3045,5/4/2014,Sunday,14,15,20,27,13,none
